episode,reward_total,reward_leader,reward_follower,timesteps,wall_time
611,988.42,989.92,-1.51,36,1178.6
612,990.34,991.31,-0.97,31,1179.4
613,-509.53,-507.82,-1.71,14,1179.7
614,991.36,993.49,-2.14,23,1180.4
615,987.61,990.66,-3.05,27,1181.1
616,988.64,991.11,-2.47,29,1181.9
617,980.70,982.04,-1.34,32,1182.7
618,989.49,991.54,-2.04,30,1183.3
619,980.10,985.98,-5.88,42,1184.4
620,-509.86,-508.09,-1.78,15,1184.8
621,984.89,989.09,-4.20,29,1185.6
622,991.64,993.38,-1.74,26,1186.2
623,982.66,986.04,-3.38,27,1186.9
624,1010.25,1002.32,7.92,26,1187.5
625,983.39,988.45,-5.06,28,1188.3
626,-505.64,-504.87,-0.77,8,1188.4
627,989.23,991.67,-2.43,29,1189.2
628,-515.62,-514.21,-1.41,18,1189.7
629,985.47,989.22,-3.75,34,1190.5
630,975.83,979.17,-3.34,36,1191.5
631,993.47,994.90,-1.42,21,1192.0
632,985.55,989.59,-4.04,31,1192.9
